id,bid,正文,头条文章url,原始图片url,视频url,位置,日期,工具,点赞数,评论数,转发数,话题,@用户,是否原创,源用户id,源用户昵称,源微博id,源微博bid,源微博正文,源微博头条文章url,源微博原始图片url,源微博视频url,源微博位置,源微博日期,源微博工具,源微博点赞数,源微博评论数,源微博转发数,源微博话题,源微博@用户
4699940776051249,KFVUNpocN,好像有个窍门：转发的同时评论给我，会提高中奖率//@陈越姥姥:  福利又来啦~~~ 转发本条微博并关注本姥姥和@拼题A 抽取11位幸运鹅，每人送一张教育超市100枚金币的兑换券！奖品于11月10日12:00通过@微博抽奖  平台抽出~,,,2021-11-04,微博 weibo.com,3,3,3,,"陈越姥姥,拼题A,微博抽奖",False,7271012136,拼题A,4699150338228584,KFBlTywD6,#教育超市双十一，五折# ①11月3日—11月10日，教育超市充值钻石送等额金币 ②11月11日，教育超市全场5折③教超新试卷，持续上新中～ ,,,2021-11-02,HUAWEI Mate30 Pro 5G,2,8,40,教育超市双十一，五折,
4883694819475890,Mz7hDDL6W, 天梯赛新纪录  ,,,2023-03-27,微博网页版,18,6,0,,,True
4883613609103732,Mz5aECcio, 今年天梯赛报名已经超过1.5万人啦……还有最后5小时！看看最新纪录是多少！ ,,,2023-03-26,微博网页版,11,3,0,,,True
4880605030387542,MxOU71COG,谐音梗不扣钱吗//@翁恺BA5AG:求是大讲堂，启真湖，月牙楼,,,2023-03-18,微博网页版,2,1,0,,翁恺BA5AG,False,1851755225,浙江大学,4880589365183942,MxOuQlKzY,【突如其来的小游戏】看emoji猜浙大相关地点，评论区在等你的答案#zju茶话会#浙江大学 制图 | 大树 ,,,2023-03-18,浙江大学超话,44,8,4,zju茶话会,
4879665522802916,MxqsMbLak,[努力]《2023年攀拓(PAT)-程序设计考试夏季报名已经启动》  2023年攀拓(PAT)-程序设计考试夏季报名已经启动 ,,,2023-03-15,微博 weibo.com,6,0,0,,,True
4877714282518108,MwBHCaz4E,#玉米爱心基金#为爱前行，我一直在路上。我在“玉米爱心基金”项目捐款成功！@中国红十字基金会 玉米爱心基金 ,,,2023-03-10,微公益,7,1,0,玉米爱心基金,中国红十字基金会,True
4876778282420884,MwdlWa9Mw,第一批带了5位专家签名的证书，还是挺值得收藏的，毕竟全国只此一份。 查看图片,,,2023-03-07,微博网页版,15,0,0,,,False,2826785055,陈越姥姥,4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,
4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,,True
4876375230775685,Mw2RR3fN3,《2023 年春季攀拓（PAT）-程序设计考试顺利结束》  2023 年春季攀拓（PAT）-程序设计考试顺利结束 ,,,2023-03-06,微博 weibo.com,9,15,0,,,True
4875604186893740,MvIOesVnm,甲级终于有满分了//@陈越姥姥:开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,10,21,0,,陈越姥姥,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875581017295042,MvIcRuBLY,这位最快作弊记录创造者竟然还问有没有证据…… 我们会全网发布证据的，结束后发在考试公告里供大家观赏。,,,2023-03-04,微博网页版,20,3,0,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875578505695933,MvI8OnTLT,开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,3,3,1,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,,True
4875521286734592,MvGEwsfYs,提问：微博主页的背景图怎么换掉…… 莫名其妙被换成了新版，找不到换图的地方 ,,,2023-03-04,微博网页版,1,7,0,,,True
4883694819475890,Mz7hDDL6W, 天梯赛新纪录  ,,,2023-03-27,微博网页版,18,6,0,,,True
4883613609103732,Mz5aECcio, 今年天梯赛报名已经超过1.5万人啦……还有最后5小时！看看最新纪录是多少！ ,,,2023-03-26,微博网页版,11,3,0,,,True
4880605030387542,MxOU71COG,谐音梗不扣钱吗//@翁恺BA5AG:求是大讲堂，启真湖，月牙楼,,,2023-03-18,微博网页版,2,1,0,,翁恺BA5AG,False,1851755225,浙江大学,4880589365183942,MxOuQlKzY,【突如其来的小游戏】看emoji猜浙大相关地点，评论区在等你的答案#zju茶话会#浙江大学 制图 | 大树 ,,,2023-03-18,浙江大学超话,44,8,4,zju茶话会,
4879665522802916,MxqsMbLak,[努力]《2023年攀拓(PAT)-程序设计考试夏季报名已经启动》  2023年攀拓(PAT)-程序设计考试夏季报名已经启动 ,,,2023-03-15,微博 weibo.com,6,0,0,,,True
4877714282518108,MwBHCaz4E,#玉米爱心基金#为爱前行，我一直在路上。我在“玉米爱心基金”项目捐款成功！@中国红十字基金会 玉米爱心基金 ,,,2023-03-10,微公益,7,1,0,玉米爱心基金,中国红十字基金会,True
4876778282420884,MwdlWa9Mw,第一批带了5位专家签名的证书，还是挺值得收藏的，毕竟全国只此一份。 查看图片,,,2023-03-07,微博网页版,15,0,0,,,False,2826785055,陈越姥姥,4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,
4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,,True
4876375230775685,Mw2RR3fN3,《2023 年春季攀拓（PAT）-程序设计考试顺利结束》  2023 年春季攀拓（PAT）-程序设计考试顺利结束 ,,,2023-03-06,微博 weibo.com,9,15,0,,,True
4875604186893740,MvIOesVnm,甲级终于有满分了//@陈越姥姥:开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,10,21,0,,陈越姥姥,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875581017295042,MvIcRuBLY,这位最快作弊记录创造者竟然还问有没有证据…… 我们会全网发布证据的，结束后发在考试公告里供大家观赏。,,,2023-03-04,微博网页版,20,3,0,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875578505695933,MvI8OnTLT,开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,3,3,1,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,,True
4875521286734592,MvGEwsfYs,提问：微博主页的背景图怎么换掉…… 莫名其妙被换成了新版，找不到换图的地方 ,,,2023-03-04,微博网页版,1,7,0,,,True
4883694819475890,Mz7hDDL6W, 天梯赛新纪录  ,,,2023-03-27,微博网页版,18,6,0,,,True
4883613609103732,Mz5aECcio, 今年天梯赛报名已经超过1.5万人啦……还有最后5小时！看看最新纪录是多少！ ,,,2023-03-26,微博网页版,11,3,0,,,True
4880605030387542,MxOU71COG,谐音梗不扣钱吗//@翁恺BA5AG:求是大讲堂，启真湖，月牙楼,,,2023-03-18,微博网页版,2,1,0,,翁恺BA5AG,False,1851755225,浙江大学,4880589365183942,MxOuQlKzY,【突如其来的小游戏】看emoji猜浙大相关地点，评论区在等你的答案#zju茶话会#浙江大学 制图 | 大树 ,,,2023-03-18,浙江大学超话,44,8,4,zju茶话会,
4879665522802916,MxqsMbLak,[努力]《2023年攀拓(PAT)-程序设计考试夏季报名已经启动》  2023年攀拓(PAT)-程序设计考试夏季报名已经启动 ,,,2023-03-15,微博 weibo.com,6,0,0,,,True
4877714282518108,MwBHCaz4E,#玉米爱心基金#为爱前行，我一直在路上。我在“玉米爱心基金”项目捐款成功！@中国红十字基金会 玉米爱心基金 ,,,2023-03-10,微公益,7,1,0,玉米爱心基金,中国红十字基金会,True
4876778282420884,MwdlWa9Mw,第一批带了5位专家签名的证书，还是挺值得收藏的，毕竟全国只此一份。 查看图片,,,2023-03-07,微博网页版,15,0,0,,,False,2826785055,陈越姥姥,4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,
4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,,True
4876375230775685,Mw2RR3fN3,《2023 年春季攀拓（PAT）-程序设计考试顺利结束》  2023 年春季攀拓（PAT）-程序设计考试顺利结束 ,,,2023-03-06,微博 weibo.com,9,15,0,,,True
4875604186893740,MvIOesVnm,甲级终于有满分了//@陈越姥姥:开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,10,21,0,,陈越姥姥,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875581017295042,MvIcRuBLY,这位最快作弊记录创造者竟然还问有没有证据…… 我们会全网发布证据的，结束后发在考试公告里供大家观赏。,,,2023-03-04,微博网页版,20,3,0,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875578505695933,MvI8OnTLT,开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,3,3,1,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,,True
4875521286734592,MvGEwsfYs,提问：微博主页的背景图怎么换掉…… 莫名其妙被换成了新版，找不到换图的地方 ,,,2023-03-04,微博网页版,1,7,0,,,True
4883694819475890,Mz7hDDL6W, 天梯赛新纪录  ,,,2023-03-27,微博网页版,18,6,0,,,True
4883613609103732,Mz5aECcio, 今年天梯赛报名已经超过1.5万人啦……还有最后5小时！看看最新纪录是多少！ ,,,2023-03-26,微博网页版,11,3,0,,,True
4880605030387542,MxOU71COG,谐音梗不扣钱吗//@翁恺BA5AG:求是大讲堂，启真湖，月牙楼,,,2023-03-18,微博网页版,2,1,0,,翁恺BA5AG,False,1851755225,浙江大学,4880589365183942,MxOuQlKzY,【突如其来的小游戏】看emoji猜浙大相关地点，评论区在等你的答案#zju茶话会#浙江大学 制图 | 大树 ,,,2023-03-18,浙江大学超话,44,8,4,zju茶话会,
4879665522802916,MxqsMbLak,[努力]《2023年攀拓(PAT)-程序设计考试夏季报名已经启动》  2023年攀拓(PAT)-程序设计考试夏季报名已经启动 ,,,2023-03-15,微博 weibo.com,6,0,0,,,True
4877714282518108,MwBHCaz4E,#玉米爱心基金#为爱前行，我一直在路上。我在“玉米爱心基金”项目捐款成功！@中国红十字基金会 玉米爱心基金 ,,,2023-03-10,微公益,7,1,0,玉米爱心基金,中国红十字基金会,True
4876778282420884,MwdlWa9Mw,第一批带了5位专家签名的证书，还是挺值得收藏的，毕竟全国只此一份。 查看图片,,,2023-03-07,微博网页版,15,0,0,,,False,2826785055,陈越姥姥,4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,
4876764846758818,Mwd0gsmhc,[努力]《2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名》 发布！中国民航大学拔得头筹，bilibili大学再度上榜  2023 年春季攀拓（PAT）程序设计考试 - 学校加权总成绩排名 ,,,2023-03-07,微博 weibo.com,11,7,2,,,True
4876375230775685,Mw2RR3fN3,《2023 年春季攀拓（PAT）-程序设计考试顺利结束》  2023 年春季攀拓（PAT）-程序设计考试顺利结束 ,,,2023-03-06,微博 weibo.com,9,15,0,,,True
4875604186893740,MvIOesVnm,甲级终于有满分了//@陈越姥姥:开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,10,21,0,,陈越姥姥,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875581017295042,MvIcRuBLY,这位最快作弊记录创造者竟然还问有没有证据…… 我们会全网发布证据的，结束后发在考试公告里供大家观赏。,,,2023-03-04,微博网页版,20,3,0,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875578505695933,MvI8OnTLT,开考70分钟了，乙级、甲级、顶级的当前最高分是90、70、50。加油丫~~~,,,2023-03-04,微博网页版,3,3,1,,,False,2826785055,陈越姥姥,4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,
4875561543926494,MvHHsgtsy, 攀拓（PAT）春考正式开始。开考一分钟就有人作弊出局，创造了最快出局记录  ,,,2023-03-04,微博网页版,32,12,3,,,True
4875521286734592,MvGEwsfYs,提问：微博主页的背景图怎么换掉…… 莫名其妙被换成了新版，找不到换图的地方 ,,,2023-03-04,微博网页版,1,7,0,,,True
